Total de registros,10934,,,
Id STV,Id Flujo,Etiqueta,Estatus,Fecha de consulta
22,22,C2O-CHURUB-22-22-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
27,27,C2O-GRANJA-27-27-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
28,28,C2O-TEZONC-28-28-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
43,43,C2O-MILPAA-43-43-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
44,44,C2O-TECOMI-44-44-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
45,45,C2O-MIXQUI-45-45-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
72,72,C2O-TEPEPA-72-72-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
153,153,C2O-CHURUB-153-153-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
154,154,C2O-CHURUB-154-154-PTZ-20M,Cámara con señal-Cámara grabando,04/12/2025 09:25
155,155,C2O-CHURUB-155-155-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
156,156,C2O-CHURUB-156-156-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
157,157,C2O-CHURUB-157-157-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
158,158,C2O-CHURUB-158-158-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
159,159,C2O-ABASTO-159-159-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
160,160,C2O-CHURUB-160-160-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
161,161,C2O-CHURUB-161-161-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
162,162,C2O-ABASTO-162-162-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
163,163,C2O-GRANJA-163-163-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
164,164,C2O-CHURUB-164-164-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
165,165,C2O-CHURUB-165-165-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
166,166,C2O-GRANJA-166-166-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
167,167,C2O-GRANJA-167-167-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
168,168,C2O-GRANJA-168-168-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
169,169,C2O-SANTAC-169-169-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
170,170,C2O-SANTAC-170-170-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
192,192,C2O-MIXQUI-192-192-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
193,193,C2O-ZAPOTI-193-193-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
194,194,C2O-ZAPOTI-194-194-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
195,195,C2O-ZAPOTI-195-195-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
196,196,C2O-TEPEPA-196-196-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
197,197,C2O-TEPEPA-197-197-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
198,198,C2O-TEPEPA-198-198-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
199,199,C2O-TEPEPA-199-199-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
200,200,C2O-TEPEPA-200-200-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
201,201,C2O-LANORI-201-201-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
222,222,C2O-LANORI-222-222-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
223,223,C2O-LANORI-223-223-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
518,518,C2O-MILPAA-518-518-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
519,519,C2O-MILPAA-519-519-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
520,520,C2O-MILPAA-520-520-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
521,521,C2O-MILPAA-521-521-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
523,523,C2O-MILPAA-523-523-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
524,524,C2O-MILPAA-524-524-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
525,525,C2O-MILPAA-525-525-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
526,526,C2O-MILPAA-526-526-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
527,527,C2O-MILPAA-527-527-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
600,600,C2O-CHURUB-600-600-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
630,630,C2O-OASIS-630-630-PTZ-20M,Cámara con señal-Cámara grabando,04/12/2025 09:25
645,645,C2O-CHURUB-645-645-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
646,646,C2O-CHURUB-646-646-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
647,647,C2O-CHURUB-647-647-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
648,648,C2O-CHURUB-648-648-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
649,649,C2O-CHURUB-649-649-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
650,650,C2O-GRANJA-650-650-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
651,651,C2O-GRANJA-651-651-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
652,652,C2O-GRANJA-652-652-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
653,653,C2O-GRANJA-653-653-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
654,654,C2O-GRANJA-654-654-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
655,655,C2O-GRANJA-655-655-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
656,656,C2O-TEZONC-656-656-PTZ-20M,Cámara con señal-Cámara grabando,04/12/2025 09:25
657,657,C2O-GRANJA-657-657-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
658,658,C2O-ABASTO-658-658-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
659,659,C2O-ABASTO-659-659-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
660,660,C2O-ABASTO-660-660-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
661,661,C2O-ABASTO-661-661-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
662,662,C2O-ABASTO-662-662-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
663,663,C2O-SANTAC-663-663-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
664,664,C2O-ABASTO-664-664-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
665,665,C2O-ABASTO-665-665-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
666,666,C2O-GRANJA-666-666-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
667,667,C2O-ABASTO-667-667-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
668,668,C2O-ABASTO-668-668-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
669,669,C2O-ABASTO-669-669-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
