Total de registros,9789,,,
Id STV,Id Flujo,Etiqueta,Estatus,Fecha de consulta
21,21,C2S-COYOAC-21-21-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
23,23,C2S-DELVAL-23-23-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
24,24,C2S-HUIPUL-24-24-PTZ-20M,Cámara con señal-Cámara grabando,04/12/2025 09:25
25,25,C2S-FUENTE-25-25-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
26,26,C2S-FUENTE-26-26-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
49,49,C2S-DELVAL-49-49-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
50,50,C2S-NARVAR-50-50-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
52,52,C2S-PORTAL-52-52-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
71,71,C2S-COYOAC-71-71-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
96,96,C2S-CULHUA-96-96-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
128,128,C2S-NAPOLE-128-128-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
130,130,C2S-COYOAC-130-130-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
202,202,C2S-PADIER-202-202-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
203,203,C2S-TOPILE-203-203-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
204,204,C2S-HUIPUL-204-204-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
205,205,C2S-TOPILE-205-205-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
206,206,C2S-HUIPUL-206-206-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
207,207,C2S-HUIPUL-207-207-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
208,208,C2S-HUIPUL-208-208-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
209,209,C2S-HUIPUL-209-209-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
210,210,C2S-HUIPUL-210-210-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
211,211,C2S-PADIER-211-211-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
212,212,C2S-HUIPUL-212-212-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
213,213,C2S-COAPA-213-213-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
214,214,C2S-FUENTE-214-214-PTZ,Cámara con señal/intermitente-Cámara grabando/intermitente,04/12/2025 09:25
215,215,C2S-TOPILE-215-215-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
216,216,C2S-HUIPUL-216-216-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
217,217,C2S-HUIPUL-217-217-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
392,392,C2S-NAPOLE-392-392-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
393,393,C2S-NAPOLE-393-393-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
394,394,C2S-NAPOLE-394-394-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
396,396,C2S-NAPOLE-396-396-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
397,397,C2S-NAPOLE-397-397-PTZ-20M,Cámara con señal-Cámara grabando,04/12/2025 09:25
398,398,C2S-NAPOLE-398-398-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
399,399,C2S-NAPOLE-399-399-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
400,400,C2S-NAPOLE-400-400-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
401,401,C2S-NAPOLE-401-401-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
402,402,C2S-NAPOLE-402-402-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
403,403,C2S-NAPOLE-403-403-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
404,404,C2S-DELVAL-404-404-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
405,405,C2S-DELVAL-405-405-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
406,406,C2S-DELVAL-406-406-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
407,407,C2S-DELVAL-407-407-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
408,408,C2S-NAPOLE-408-408-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
409,409,C2S-PORTAL-409-409-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
410,410,C2S-DELVAL-410-410-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
411,411,C2S-DELVAL-411-411-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
412,412,C2S-DELVAL-412-412-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
413,413,C2S-DELVAL-413-413-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
414,414,C2S-DELVAL-414-414-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
415,415,C2S-DELVAL-415-415-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
417,417,C2S-NARVAR-417-417-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
418,418,C2S-NARVAR-418-418-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
419,419,C2S-NARVAR-419-419-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
420,420,C2S-NARVAR-420-420-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
421,421,C2S-NARVAR-421-421-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
422,422,C2S-NARVAR-422-422-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
424,424,C2S-NARVAR-424-424-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
425,425,C2S-PORTAL-425-425-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
426,426,C2S-NARVAR-426-426-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
427,427,C2S-NARVAR-427-427-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
428,428,C2S-PORTAL-428-428-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
429,429,C2S-PORTAL-429-429-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
430,430,C2S-PORTAL-430-430-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
431,431,C2S-PORTAL-431-431-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
432,432,C2S-PORTAL-432-432-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
433,433,C2S-PORTAL-433-433-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
434,434,C2S-PORTAL-434-434-PTZ,Cámara sin señal-Cámara sin grabación,04/12/2025 09:25
435,435,C2S-NATIVI-435-435-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
436,436,C2S-PORTAL-436-436-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
437,437,C2S-PORTAL-437-437-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
