Total de registros,11413,,,
Id STV,Id Flujo,Etiqueta,Estatus,Fecha de consulta
12,12,C2P-LARAZA-12-12-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
19,19,C2P-CUITLA-19-19-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
20,20,C2P-LARAZA-20-20-PTZ-20M,Cámara sin señal-Cámara sin grabación,04/12/2025 09:25
51,51,C2P-POLANC-51-51-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
59,59,C2P-SANANG-59-59-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
60,60,C2P-ALPES-60-60-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
61,61,C2P-SANANG-61-61-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
62,62,C2P-SANANG-62-62-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
63,63,C2P-SANANG-63-63-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
64,64,C2P-SANANG-64-64-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
65,65,C2P-SANANG-65-65-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
69,69,C2P-TACUBA-69-69-PTZ,Cámara sin señal-Cámara sin grabación,04/12/2025 09:25
70,70,C2P-TACUBA-70-70-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
95,95,C2P-CHAPUL-95-95-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
97,97,C2P-PLATER-97-97-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
98,98,C2P-PLATER-98-98-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
100,100,C2P-PLATER-100-100-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
101,101,C2P-PLATER-101-101-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
102,102,C2P-PLATER-102-102-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
103,103,C2P-PLATER-103-103-PTZ,Cámara con señal-Cámara grabando,04/12/2025 09:25
